zone,shift_type,avg_weekly_income,rain_intensity,traffic_congestion,aqi_level,uv_index,claim_count,total_payout_history,actual_loss
Jayanagar,Peak,4959.4,0.25,0.225,162.9,6.0,2,836.18,227.55
Koramangala,Peak,4477.16,1.34,0.6044,101.3,8.0,2,779.94,185.23
Whitefield,Peak,8014.68,5.86,0.4967,43.8,6.0,0,0.0,405.46
Indiranagar,Peak,5130.64,0.79,0.4058,81.4,11.0,2,1187.95,458.43
Koramangala,Peak,7422.92,0.37,0.0652,103.5,3.0,0,0.0,296.78
Jayanagar,Night,9230.93,1.18,0.1832,119.3,12.0,1,701.07,750.11
Whitefield,Night,5669.09,0.75,0.2467,183.5,11.0,4,1621.11,632.27
Koramangala,Morning,11020.96,7.78,0.3193,156.5,8.0,0,0.0,669.68
HSR Layout,Night,5018.61,6.07,0.5771,231.0,5.0,1,519.43,364.85
Yelahanka,Night,8980.39,2.08,0.2101,69.9,12.0,0,0.0,586.98
Indiranagar,Peak,7849.51,0.19,0.3489,178.2,10.0,0,0.0,586.15
Koramangala,Night,9388.19,3.76,0.3351,163.8,5.0,3,1702.62,526.96
Whitefield,Peak,4767.6,2.93,0.2175,114.2,12.0,2,1151.79,663.76
HSR Layout,Morning,11614.04,10.58,0.2218,72.0,7.0,0,0.0,476.78
Marathahalli,Morning,6642.45,2.46,0.2625,89.2,6.0,1,467.99,278.7
Whitefield,Night,8353.3,1.23,0.4612,86.8,9.0,1,431.16,301.88
Yelahanka,Morning,9888.97,2.2,0.1089,205.5,7.0,0,0.0,449.78
Whitefield,Night,5790.68,11.63,0.0774,161.4,3.0,3,1247.89,456.02
HSR Layout,Morning,8651.45,3.58,0.3986,163.3,11.0,1,523.56,667.51
Whitefield,Peak,5457.06,3.34,0.2687,124.4,11.0,2,960.11,555.99
HSR Layout,Peak,9793.92,0.83,0.3601,108.6,12.0,0,0.0,658.69
Koramangala,Peak,5479.64,4.08,0.4474,136.9,5.0,0,0.0,262.77
Electronic City,Peak,7077.01,4.16,0.3726,125.1,9.0,0,0.0,366.65
HSR Layout,Night,7612.24,1.15,0.0062,115.2,11.0,0,0.0,458.43
HSR Layout,Morning,8568.6,1.98,0.2931,138.3,13.0,4,1880.28,751.33
Indiranagar,Night,10936.95,1.05,0.2969,66.7,10.0,0,0.0,526.74
HSR Layout,Peak,6096.06,0.9,0.1809,133.4,2.0,0,0.0,208.72
HSR Layout,Night,9277.47,0.08,0.3656,114.5,1.0,5,2131.68,385.36
Marathahalli,Morning,10940.52,1.01,0.031,84.3,11.0,2,961.35,642.37
Electronic City,Night,7331.47,2.42,0.2102,152.0,8.0,0,0.0,276.72
Koramangala,Morning,5899.73,0.0,0.6723,209.8,8.0,6,2635.88,417.39
Yelahanka,Night,3539.93,1.0,0.0394,183.9,2.0,0,0.0,172.57
Indiranagar,Morning,10766.55,6.4,0.0785,105.9,13.0,2,741.2,939.17
Marathahalli,Morning,6511.11,2.7,0.2999,153.2,8.0,0,0.0,270.78
Jayanagar,Peak,4997.28,2.81,0.1248,162.2,5.0,2,1119.0,243.33
Electronic City,Morning,4283.34,1.55,0.2537,126.0,2.0,1,531.74,245.11
Koramangala,Peak,4993.57,3.39,0.4554,118.8,7.0,0,0.0,232.08
Koramangala,Peak,8839.41,0.63,0.3533,137.2,7.0,2,1122.83,364.81
Jayanagar,Peak,9115.74,5.12,0.0868,245.6,3.0,2,905.09,518.49
Yelahanka,Night,8304.24,0.37,0.4309,132.9,1.0,3,1473.34,302.32
HSR Layout,Night,7264.68,3.2,0.2556,56.6,11.0,3,1254.78,407.9
Marathahalli,Night,4508.96,1.25,0.6744,67.7,4.0,1,465.97,211.73
Whitefield,Night,5540.12,4.13,0.3815,111.4,2.0,1,631.7,317.75
Indiranagar,Morning,4786.76,2.39,0.3813,57.7,4.0,2,827.74,228.93
Whitefield,Morning,8145.64,1.81,0.2032,113.4,8.0,2,773.57,398.87
Jayanagar,Night,4873.38,0.56,0.6627,231.3,2.0,1,464.51,373.1
Koramangala,Morning,5571.51,3.04,0.4198,94.4,1.0,1,448.01,219.81
Yelahanka,Morning,6633.03,11.04,0.2991,65.6,11.0,1,501.28,655.6
Koramangala,Peak,3660.4,5.24,0.1038,109.6,3.0,7,3804.01,261.58
Indiranagar,Peak,7093.54,0.19,0.1904,114.8,10.0,1,450.04,467.5
Koramangala,Peak,6785.69,1.42,0.2201,70.6,7.0,0,0.0,217.59
Koramangala,Peak,9368.42,7.79,0.2061,58.1,13.0,1,578.46,806.61
Indiranagar,Morning,5360.27,2.1,0.0628,187.8,12.0,3,1256.75,627.63
Marathahalli,Night,4401.61,3.26,0.4023,145.0,6.0,3,1421.02,318.48
Marathahalli,Morning,6251.88,7.31,0.1849,95.9,6.0,3,1566.82,405.69
Indiranagar,Morning,4803.82,6.21,0.2986,62.2,7.0,4,1654.75,302.62
Yelahanka,Morning,7078.31,2.09,0.2469,94.1,8.0,0,0.0,247.19
Jayanagar,Peak,3280.13,1.73,0.3644,58.7,3.0,1,634.35,178.56
Electronic City,Peak,5789.31,1.25,0.2154,91.0,3.0,2,782.88,295.82
Koramangala,Peak,5143.26,3.81,0.2238,223.3,10.0,0,0.0,505.2
Yelahanka,Night,8135.51,1.01,0.6317,131.9,13.0,1,536.03,791.33
Koramangala,Morning,5378.87,0.86,0.3724,89.1,8.0,3,1244.2,219.05
Electronic City,Night,3527.81,1.32,0.3574,154.0,12.0,2,1273.58,595.41
Jayanagar,Peak,6596.36,0.59,0.3492,73.5,13.0,6,2911.0,620.07
Marathahalli,Night,7639.77,3.56,0.3254,99.7,13.0,8,3928.17,858.6
Yelahanka,Morning,6457.59,2.87,0.0278,27.3,7.0,0,0.0,140.74
HSR Layout,Morning,5777.35,1.98,0.6321,183.7,10.0,4,1244.16,603.01
HSR Layout,Peak,5656.88,1.48,0.4651,109.9,5.0,0,0.0,271.05
Electronic City,Peak,7225.9,7.19,0.1861,79.1,4.0,2,1167.56,269.57
HSR Layout,Night,5221.1,0.09,0.0844,152.5,6.0,0,0.0,291.05
Marathahalli,Peak,6343.03,4.4,0.4809,67.6,9.0,0,0.0,331.08
Electronic City,Peak,8500.89,6.97,0.3211,70.7,6.0,5,2432.64,491.51
Marathahalli,Morning,4397.35,1.77,0.3853,101.0,8.0,0,0.0,192.5
Jayanagar,Peak,6912.67,2.4,0.2739,60.1,1.0,2,1122.64,209.77
Koramangala,Peak,3422.02,8.67,0.5241,87.3,12.0,0,0.0,558.33
Jayanagar,Morning,7455.86,0.72,0.142,110.1,6.0,0,0.0,442.39
Jayanagar,Morning,5042.38,2.2,0.0906,114.6,2.0,0,0.0,307.35
Marathahalli,Night,9039.18,1.93,0.3817,53.8,3.0,2,776.73,373.08
Electronic City,Peak,4046.11,0.9,0.2613,107.8,6.0,0,0.0,180.15
Electronic City,Morning,7884.16,5.12,0.4746,149.0,2.0,0,0.0,477.22
HSR Layout,Night,9442.26,6.9,0.4708,157.4,4.0,2,943.18,465.28
Whitefield,Night,4938.62,4.57,0.212,95.1,6.0,0,0.0,264.12
Koramangala,Peak,5276.23,0.65,0.2701,110.6,5.0,1,458.03,269.53
Marathahalli,Peak,5111.61,0.27,0.1601,107.6,6.0,5,2443.74,232.12
HSR Layout,Night,6028.27,2.79,0.2408,50.4,6.0,1,443.26,305.65
Yelahanka,Morning,8034.84,0.18,0.231,93.0,8.0,1,547.33,256.96
Whitefield,Night,5864.99,3.35,0.0593,159.8,9.0,2,996.59,464.68
Whitefield,Peak,4758.08,2.27,0.25,160.6,5.0,2,882.56,299.64
Marathahalli,Morning,2962.49,3.26,0.1357,140.6,6.0,2,773.35,120.44
Indiranagar,Morning,10203.9,2.68,0.1741,20.0,6.0,8,3787.79,543.05
Koramangala,Night,10360.99,1.65,0.432,80.9,6.0,0,0.0,502.63
Whitefield,Peak,8120.47,0.67,0.3501,143.4,2.0,7,3690.09,437.35
Marathahalli,Night,5379.23,1.09,0.1319,205.6,4.0,5,2703.27,286.57
Marathahalli,Night,8495.4,2.23,0.1154,119.3,1.0,3,1613.77,397.93
HSR Layout,Night,8897.41,3.17,0.233,124.8,12.0,1,577.25,701.58
Yelahanka,Morning,6491.5,4.54,0.3018,114.3,1.0,3,1646.91,306.43
Indiranagar,Morning,7082.74,4.37,0.3815,54.7,1.0,0,0.0,339.37
Koramangala,Peak,9463.54,10.8,0.2186,137.6,7.0,3,1342.3,617.41
Electronic City,Peak,3719.08,1.01,0.6496,43.9,1.0,0,0.0,175.92
Jayanagar,Night,8996.85,0.22,0.2445,115.7,6.0,3,859.42,311.47
Yelahanka,Night,6381.69,1.27,0.1531,124.5,2.0,2,1162.78,169.04
Yelahanka,Night,4774.84,4.08,0.5986,122.5,6.0,0,0.0,217.99
HSR Layout,Peak,4939.39,1.73,0.3276,55.1,6.0,4,2444.35,268.32
Electronic City,Morning,5270.56,5.11,0.0973,84.5,12.0,1,390.43,535.84
Whitefield,Morning,4579.86,2.39,0.1578,154.4,11.0,2,1145.92,565.5
Whitefield,Night,10542.78,7.97,0.0598,123.6,3.0,0,0.0,401.52
HSR Layout,Night,7982.41,8.86,0.3623,84.9,8.0,3,1294.21,362.56
Marathahalli,Night,9128.97,0.22,0.3296,66.4,11.0,1,469.09,524.94
Whitefield,Night,8124.74,1.83,0.3801,160.1,4.0,1,463.5,410.15
Indiranagar,Peak,7122.46,2.82,0.2136,121.7,13.0,1,450.8,841.74
Koramangala,Morning,7149.51,0.89,0.3112,63.5,7.0,2,744.22,418.01
Yelahanka,Night,6204.97,1.57,0.25,110.6,4.0,2,1147.89,293.13
Yelahanka,Peak,6368.44,3.4,0.0485,79.7,1.0,1,404.29,119.64
Indiranagar,Night,4183.79,0.77,0.1978,135.1,6.0,1,396.02,166.8
Electronic City,Night,9163.65,2.76,0.2112,182.7,5.0,1,575.93,288.74
Whitefield,Morning,3373.53,3.59,0.3019,66.0,9.0,4,1471.14,280.0
Yelahanka,Night,4882.78,0.28,0.216,127.9,9.0,2,911.58,352.71
Jayanagar,Morning,11024.07,2.06,0.5321,126.9,12.0,1,400.46,796.81
Electronic City,Morning,7272.35,0.92,0.3646,20.0,11.0,0,0.0,425.75
Koramangala,Morning,7355.42,3.87,0.3175,161.6,13.0,1,571.5,923.08
Koramangala,Peak,8274.68,0.63,0.3614,224.9,8.0,3,1242.8,580.7
Yelahanka,Peak,3919.33,6.68,0.3029,126.9,7.0,0,0.0,305.2
HSR Layout,Morning,4212.41,1.69,0.4393,188.0,2.0,2,1082.76,348.1
Electronic City,Night,6110.21,0.66,0.0496,57.3,8.0,0,0.0,171.45
Yelahanka,Morning,5193.28,1.73,0.3018,84.1,3.0,0,0.0,91.3
HSR Layout,Night,6850.09,1.58,0.0869,123.6,6.0,0,0.0,320.17
Yelahanka,Morning,7971.1,1.68,0.1662,77.3,10.0,4,1845.16,490.69
Jayanagar,Night,9778.33,2.64,0.2241,121.9,7.0,4,2208.62,325.08
Electronic City,Peak,8622.18,2.21,0.3042,170.2,12.0,0,0.0,687.79
Marathahalli,Night,5011.45,0.49,0.114,75.8,6.0,1,625.82,122.89
Koramangala,Morning,6250.07,0.2,0.2162,172.4,5.0,0,0.0,363.15
Yelahanka,Peak,5706.11,3.92,0.5702,23.8,4.0,2,969.28,262.02
Jayanagar,Night,4966.88,2.46,0.4111,91.6,2.0,2,1174.96,200.43
HSR Layout,Night,4511.65,1.33,0.3148,110.2,9.0,0,0.0,243.87
HSR Layout,Night,10328.62,4.96,0.1813,73.7,7.0,0,0.0,341.14
Koramangala,Night,7021.28,1.47,0.3285,92.3,7.0,3,1631.25,358.54
Indiranagar,Night,6551.54,4.77,0.1386,189.8,4.0,2,885.01,388.48
Yelahanka,Peak,7968.52,1.09,0.3183,182.0,5.0,0,0.0,415.66
Electronic City,Peak,8067.49,0.23,0.3801,156.0,6.0,2,827.69,316.08
Whitefield,Peak,9237.65,8.09,0.2673,172.1,12.0,3,1677.67,861.76
HSR Layout,Peak,5512.68,1.51,0.1166,89.0,11.0,1,499.92,531.33
Electronic City,Morning,7805.44,4.72,0.5512,58.9,12.0,1,355.02,693.83
Electronic City,Peak,5177.65,0.98,0.1293,79.6,2.0,1,431.29,154.4
Marathahalli,Night,6619.68,3.12,0.3574,87.0,4.0,2,1251.64,268.1
Electronic City,Night,7113.49,6.2,0.2697,89.5,13.0,2,948.88,701.59
Electronic City,Peak,7308.97,0.13,0.0389,146.4,4.0,6,2763.17,379.34
Marathahalli,Night,7220.64,5.33,0.4774,136.2,12.0,0,0.0,761.45
HSR Layout,Peak,8603.66,2.54,0.37,111.2,13.0,2,992.82,788.19
Electronic City,Night,5806.02,2.81,0.3682,114.3,4.0,0,0.0,256.68
Indiranagar,Morning,7363.35,2.22,0.3384,174.7,7.0,0,0.0,434.69
Indiranagar,Morning,5482.19,6.23,0.1851,55.4,13.0,2,884.65,652.97
Jayanagar,Peak,12841.51,0.13,0.1652,159.5,7.0,4,2238.01,561.5
Marathahalli,Peak,5174.27,0.91,0.0573,20.0,7.0,0,0.0,197.42
Jayanagar,Peak,5598.69,6.26,0.3274,91.7,7.0,6,3061.31,326.36
Marathahalli,Night,8765.3,4.19,0.223,195.5,2.0,0,0.0,443.12
Yelahanka,Peak,6141.07,0.05,0.0931,135.0,5.0,1,495.06,177.9
Yelahanka,Morning,8766.09,2.18,0.091,96.7,10.0,0,0.0,359.22
Electronic City,Night,7306.05,2.26,0.1806,165.8,2.0,2,1103.69,443.93
Whitefield,Peak,6193.62,1.54,0.5583,149.8,5.0,1,496.58,328.83
Yelahanka,Night,5494.49,1.06,0.0265,147.7,12.0,1,470.48,491.25
Whitefield,Night,5422.33,3.43,0.0763,109.9,6.0,1,399.33,207.05
Yelahanka,Peak,6215.36,0.7,0.3661,168.0,3.0,2,662.25,256.55
Koramangala,Night,6651.21,4.81,0.2937,87.8,6.0,1,415.08,288.46
Yelahanka,Morning,5336.24,4.87,0.4941,85.4,5.0,1,532.08,298.04
Jayanagar,Morning,6781.54,1.61,0.2553,213.7,4.0,4,2298.5,435.7
HSR Layout,Night,4811.77,1.0,0.3972,95.0,10.0,2,910.38,400.88
Electronic City,Peak,8511.8,1.0,0.4762,20.0,9.0,0,0.0,460.22
Jayanagar,Night,8894.72,1.98,0.2871,173.1,11.0,0,0.0,733.76
HSR Layout,Morning,5591.35,3.81,0.1417,188.1,8.0,3,1605.24,349.24
Indiranagar,Night,5479.65,1.33,0.1037,108.2,12.0,0,0.0,538.87
Jayanagar,Night,7355.83,2.83,0.1183,20.0,7.0,2,991.13,298.17
Indiranagar,Morning,9530.73,1.45,0.1663,117.2,11.0,1,645.62,667.19
Whitefield,Night,9973.33,1.09,0.1776,223.6,1.0,1,581.51,509.84
Whitefield,Night,4194.51,0.08,0.0563,130.1,9.0,0,0.0,214.06
Koramangala,Peak,9012.61,0.01,0.0145,158.5,9.0,7,2538.22,564.32
Yelahanka,Peak,6876.89,0.77,0.5207,161.3,6.0,4,1558.3,383.96
Jayanagar,Morning,6915.62,1.56,0.1726,168.6,7.0,4,2293.88,368.97
Indiranagar,Morning,8009.42,5.72,0.1496,213.1,13.0,0,0.0,839.73
HSR Layout,Morning,6038.09,4.81,0.6147,174.0,3.0,3,1549.81,321.9
Whitefield,Peak,9193.4,0.93,0.3703,116.0,5.0,1,466.4,410.91
Yelahanka,Morning,9847.92,0.84,0.5776,64.2,7.0,2,760.83,370.52
Whitefield,Morning,9922.57,0.77,0.1708,141.5,1.0,0,0.0,512.51
HSR Layout,Morning,3312.17,1.24,0.1276,110.3,12.0,2,931.77,530.01
Yelahanka,Peak,6540.69,2.07,0.2322,155.8,1.0,4,2178.22,261.8
Yelahanka,Night,3129.54,1.73,0.2958,76.9,5.0,0,0.0,169.6
Indiranagar,Morning,5469.44,0.74,0.0422,105.0,9.0,0,0.0,363.39
Indiranagar,Night,2205.0,0.42,0.335,120.6,7.0,0,0.0,93.22
Jayanagar,Morning,7900.53,0.04,0.2526,73.0,1.0,0,0.0,249.73
Jayanagar,Night,7438.62,0.5,0.5169,122.0,13.0,1,460.99,650.18
Marathahalli,Peak,6134.8,3.67,0.4743,159.3,13.0,3,1723.39,727.45
Electronic City,Peak,5417.7,0.84,0.4312,215.5,12.0,0,0.0,751.74
Marathahalli,Morning,7628.06,1.9,0.176,83.2,5.0,2,995.3,173.28
Koramangala,Night,4977.16,2.68,0.0478,165.3,8.0,1,598.74,256.06
Whitefield,Peak,4841.08,6.54,0.2816,21.1,8.0,0,0.0,235.21
Jayanagar,Morning,4595.17,6.59,0.0647,119.6,12.0,1,482.32,544.56
Indiranagar,Morning,6592.32,4.11,0.0292,123.5,2.0,0,0.0,238.46
HSR Layout,Peak,5835.38,0.11,0.0911,160.7,7.0,2,833.95,342.43
Indiranagar,Peak,6231.52,2.57,0.5248,94.0,10.0,0,0.0,369.16
Whitefield,Morning,8043.62,4.63,0.1538,132.2,5.0,2,1009.95,304.93
Marathahalli,Night,8926.59,0.05,0.2597,175.4,9.0,0,0.0,490.81
Indiranagar,Night,9900.96,2.39,0.0699,63.6,3.0,8,3875.46,397.68
Electronic City,Night,7120.27,5.85,0.4229,22.1,1.0,3,1195.26,364.03
Koramangala,Morning,7695.18,1.93,0.5041,174.0,13.0,0,0.0,844.04
Whitefield,Peak,7377.69,0.01,0.5883,70.1,4.0,1,554.3,341.28
Marathahalli,Morning,3651.63,0.03,0.1397,142.8,7.0,0,0.0,127.69
Electronic City,Peak,6260.61,1.62,0.1649,217.5,1.0,2,1147.64,458.36
HSR Layout,Night,6269.8,0.51,0.4418,161.8,2.0,1,471.87,341.36
Marathahalli,Night,5978.37,3.28,0.3924,71.4,5.0,2,907.72,241.5
Yelahanka,Peak,6918.12,3.7,0.3092,46.9,9.0,0,0.0,366.13
Electronic City,Peak,6561.04,0.59,0.6563,81.1,1.0,0,0.0,278.46
Electronic City,Morning,5027.35,6.58,0.4199,128.6,12.0,1,486.68,661.28
Koramangala,Night,6697.95,1.75,0.5215,107.5,4.0,0,0.0,341.64
Whitefield,Morning,5721.9,0.46,0.3749,188.1,12.0,2,1073.69,701.98
HSR Layout,Morning,2000.0,4.33,0.3714,153.4,3.0,0,0.0,190.42
Koramangala,Morning,4205.86,4.68,0.0244,83.5,5.0,3,1332.01,260.13
Marathahalli,Night,7177.83,3.06,0.205,162.3,5.0,2,953.52,439.41
Koramangala,Morning,9183.78,5.76,0.2949,195.3,10.0,0,0.0,732.46
Electronic City,Morning,2145.59,4.01,0.2379,104.2,2.0,1,435.72,156.81
Whitefield,Morning,5259.22,6.42,0.0996,144.0,5.0,1,571.27,357.04
Jayanagar,Morning,7862.91,1.71,0.1869,76.3,9.0,2,1175.22,444.43
Koramangala,Morning,8756.39,4.13,0.1223,112.9,5.0,1,502.88,449.79
Yelahanka,Morning,6159.77,24.9,0.1836,75.4,11.0,0,0.0,732.82
Koramangala,Night,5634.44,3.87,0.3453,182.0,10.0,0,0.0,532.63
Marathahalli,Morning,9439.42,0.36,0.2435,94.9,2.0,1,428.79,266.04
Marathahalli,Peak,8592.19,2.19,0.2002,142.0,7.0,6,3153.75,484.96
HSR Layout,Morning,8717.24,2.66,0.2556,151.8,6.0,4,1779.26,468.8
Marathahalli,Morning,6063.87,0.57,0.665,275.5,7.0,0,0.0,453.79
Indiranagar,Night,9227.39,9.88,0.1475,106.7,8.0,2,1025.37,418.75
Whitefield,Night,3109.86,0.58,0.2957,81.1,10.0,5,2578.11,389.19
Whitefield,Peak,9262.46,0.59,0.1232,116.4,5.0,0,0.0,359.06
Jayanagar,Peak,6866.94,7.4,0.6017,77.5,2.0,2,589.03,299.15
Jayanagar,Night,7257.87,1.88,0.0797,95.6,7.0,1,515.61,230.15
Whitefield,Night,5109.49,0.2,0.0943,156.4,7.0,2,880.5,190.18
Yelahanka,Morning,3371.95,2.74,0.4283,86.4,8.0,2,1117.44,187.4
Jayanagar,Night,7215.41,2.76,0.383,148.1,7.0,7,2848.86,496.0
HSR Layout,Peak,8102.79,0.2,0.5029,149.8,10.0,0,0.0,517.1
Marathahalli,Morning,8405.38,10.78,0.2948,132.5,7.0,3,1708.67,492.01
Whitefield,Peak,8189.56,2.36,0.168,153.5,13.0,0,0.0,782.89
Electronic City,Morning,7736.32,2.46,0.2701,105.3,9.0,1,399.89,371.89
Jayanagar,Night,5152.43,2.2,0.1307,20.0,8.0,6,2896.32,194.28
Whitefield,Peak,8534.95,2.83,0.0907,123.0,2.0,2,1264.6,440.34
Indiranagar,Morning,4928.76,0.92,0.378,123.9,2.0,0,0.0,242.55
Koramangala,Morning,9214.13,1.02,0.2427,101.5,7.0,2,936.31,387.16
Marathahalli,Night,6832.04,2.15,0.3614,152.4,10.0,0,0.0,494.07
Whitefield,Night,6898.58,4.93,0.207,158.2,11.0,0,0.0,563.63
Koramangala,Night,8731.85,0.15,0.1955,130.9,13.0,2,1190.99,872.25
Jayanagar,Peak,9002.94,2.77,0.5299,124.9,10.0,1,540.41,607.77
Koramangala,Morning,8541.28,4.93,0.4994,180.9,3.0,1,552.52,431.1
Marathahalli,Night,5359.08,0.51,0.119,66.3,1.0,2,1198.77,233.33
Whitefield,Peak,8525.34,0.05,0.3099,103.4,9.0,1,456.08,442.17
Indiranagar,Peak,5370.42,1.13,0.2132,169.9,3.0,0,0.0,361.92
Yelahanka,Peak,8575.8,2.66,0.2774,146.8,1.0,1,372.34,410.83
Jayanagar,Night,4149.67,0.45,0.3839,108.2,6.0,4,1852.53,312.15
Whitefield,Night,6812.64,1.67,0.3169,139.5,4.0,3,1125.93,359.85
Marathahalli,Morning,5358.22,2.41,0.3609,92.6,1.0,1,509.24,274.88
Jayanagar,Morning,8739.87,2.74,0.2782,128.1,4.0,0,0.0,347.59
HSR Layout,Night,9230.33,0.96,0.3788,154.4,8.0,2,1113.97,393.73
Koramangala,Peak,7397.99,1.53,0.2823,184.6,11.0,2,1084.59,732.09
Yelahanka,Peak,7332.22,4.52,0.2582,153.0,7.0,0,0.0,386.65
Marathahalli,Peak,8408.35,8.5,0.2288,188.2,12.0,1,558.1,850.31
HSR Layout,Morning,9242.23,5.94,0.4539,47.9,1.0,8,3935.51,420.86
Electronic City,Peak,7074.62,2.49,0.6311,20.0,10.0,1,338.3,401.36
Whitefield,Morning,6000.65,1.58,0.0872,20.0,12.0,1,400.91,591.59
Indiranagar,Morning,8294.53,1.21,0.1012,175.8,9.0,2,844.13,489.32
Jayanagar,Peak,3282.55,0.4,0.4528,150.2,6.0,0,0.0,194.31
Koramangala,Peak,8819.3,0.34,0.4667,84.1,2.0,0,0.0,387.55
Jayanagar,Night,5579.63,3.5,0.3138,100.8,3.0,4,1750.73,252.46
Yelahanka,Night,6519.54,0.9,0.1694,136.8,7.0,0,0.0,232.99
Whitefield,Peak,8832.1,0.88,0.5013,83.8,3.0,0,0.0,352.54
Jayanagar,Morning,6168.98,18.95,0.11,79.1,13.0,1,430.52,811.11
Koramangala,Morning,8294.82,0.62,0.4342,87.3,3.0,4,1648.08,415.17
Whitefield,Morning,9277.82,0.48,0.1683,83.0,5.0,3,1743.41,310.79
Jayanagar,Morning,7220.07,0.31,0.1784,122.2,3.0,0,0.0,252.26
Indiranagar,Morning,7622.9,2.6,0.4859,203.2,3.0,2,809.3,444.21
Marathahalli,Night,6761.13,2.97,0.6953,69.6,11.0,1,551.29,591.12
Whitefield,Peak,7231.2,1.36,0.2236,116.3,5.0,1,468.88,267.74
Marathahalli,Night,4767.19,2.3,0.0643,143.0,5.0,2,1068.16,283.95
Electronic City,Morning,6412.52,4.66,0.3995,146.8,12.0,0,0.0,657.45
Whitefield,Morning,4423.59,5.11,0.1837,94.7,9.0,7,2659.02,402.0
Indiranagar,Morning,5202.47,9.5,0.3793,150.9,1.0,2,780.36,471.97
Marathahalli,Morning,2994.1,5.22,0.2194,141.0,1.0,1,434.87,240.03
HSR Layout,Peak,7527.86,2.5,0.1025,97.4,11.0,2,922.45,511.59
Koramangala,Morning,10383.2,0.59,0.0954,52.4,9.0,0,0.0,407.97
HSR Layout,Peak,6087.79,0.32,0.1558,62.8,5.0,2,826.65,266.99
Jayanagar,Morning,8930.27,0.17,0.2989,157.3,4.0,0,0.0,356.47
Indiranagar,Peak,9251.39,3.29,0.4743,191.4,2.0,0,0.0,534.33
HSR Layout,Night,4601.73,4.94,0.2071,120.0,12.0,2,968.54,550.1
Whitefield,Morning,5032.41,2.13,0.3048,190.1,9.0,3,1508.48,353.02
Jayanagar,Peak,8981.6,0.17,0.1485,117.4,6.0,0,0.0,350.45
Jayanagar,Night,6815.32,2.3,0.6878,62.8,9.0,1,438.09,359.02
HSR Layout,Morning,4418.42,8.23,0.0864,109.5,5.0,1,478.53,155.41
Electronic City,Morning,5726.28,2.73,0.4244,194.6,4.0,1,454.2,351.17
HSR Layout,Morning,7839.32,4.97,0.1778,89.8,7.0,0,0.0,248.03
Electronic City,Peak,5412.13,4.83,0.1525,113.2,5.0,2,1094.92,296.79
Indiranagar,Peak,2000.0,8.07,0.3107,179.3,8.0,0,0.0,304.86
Koramangala,Night,6355.97,4.41,0.5066,175.8,8.0,4,1189.67,534.78
HSR Layout,Peak,6518.01,4.13,0.4032,135.3,13.0,1,559.83,653.06
Yelahanka,Peak,7018.45,0.8,0.0859,146.7,2.0,3,1357.03,355.37
Electronic City,Morning,9517.77,0.19,0.3842,173.1,13.0,0,0.0,864.65
HSR Layout,Morning,7107.05,2.19,0.2539,135.4,5.0,3,1342.18,262.01
Marathahalli,Morning,7485.87,0.4,0.2564,184.0,10.0,0,0.0,625.9
Whitefield,Morning,9111.07,9.83,0.3919,153.6,8.0,2,1170.45,555.69
Yelahanka,Morning,7020.69,1.03,0.6068,112.6,3.0,1,506.89,218.25
Yelahanka,Morning,11273.04,5.75,0.3413,141.7,7.0,1,581.13,525.76
Electronic City,Morning,4472.58,1.47,0.4035,100.7,3.0,0,0.0,127.13
Marathahalli,Night,5131.7,1.17,0.6364,71.7,6.0,0,0.0,281.31
Marathahalli,Night,8227.92,8.21,0.2908,62.9,2.0,2,961.95,407.74
Jayanagar,Night,9508.63,1.35,0.2347,109.7,6.0,1,378.44,311.8
Electronic City,Night,6598.41,1.48,0.522,135.6,6.0,2,529.44,268.02
Koramangala,Morning,4978.76,0.34,0.4993,210.1,8.0,0,0.0,302.84
Whitefield,Night,10521.98,3.33,0.4001,140.8,5.0,0,0.0,499.15
Indiranagar,Morning,5415.26,1.02,0.4753,129.6,1.0,3,1780.93,203.02
Yelahanka,Night,7678.11,2.64,0.3202,115.0,8.0,2,639.62,349.1
Indiranagar,Peak,9628.3,2.68,0.3537,102.1,12.0,0,0.0,724.04
HSR Layout,Night,6116.79,3.81,0.1756,126.5,9.0,2,865.23,355.72
HSR Layout,Night,5755.74,4.1,0.171,106.2,1.0,3,1097.66,290.55
Indiranagar,Morning,5892.62,2.17,0.3137,103.8,5.0,4,2258.95,278.98
HSR Layout,Night,8803.1,1.21,0.3645,161.0,12.0,0,0.0,781.47
Koramangala,Peak,9120.3,5.45,0.1924,74.6,6.0,3,2067.73,326.71
Marathahalli,Morning,7067.45,1.11,0.1352,107.5,4.0,1,426.14,296.2
HSR Layout,Morning,10766.16,2.12,0.4169,85.6,11.0,2,915.78,689.32
Jayanagar,Night,7063.93,1.54,0.1094,125.9,2.0,1,401.88,226.49
HSR Layout,Morning,9584.67,5.79,0.1465,162.7,5.0,2,983.98,529.57
Whitefield,Morning,6136.0,1.7,0.1091,137.5,4.0,2,1087.53,320.2
Koramangala,Morning,11667.51,1.46,0.0682,109.0,13.0,1,341.58,880.71
Whitefield,Morning,10140.26,3.51,0.1968,167.0,7.0,1,532.46,466.89
Whitefield,Morning,6744.05,2.77,0.141,164.1,6.0,2,894.61,328.05
Jayanagar,Morning,9869.08,0.34,0.7436,122.0,3.0,1,411.13,360.83
